#,Ticker,Name,Adj.Slope90,Adj.Slope125,Adj.Slope250,Avg.Slope.125.250,Sector,Industry,"Max Gap","Target Weight","Stock Trend - SMA100",ATR,Updated,"Close Price"
174,COG,"Cabot Oil & Gas Corp Common",17.1,5.09,-1.18,1.955000,Energy,"Oil & Gas Exploration and Production",10.73,3.30,1,0.72,2017-05-16,23.82
175,TGNA,"Tegna Inc Common",17.0,23.82,4.28,14.050000,"Consumer Cyclicals",Broadcasting,6.75,3.39,-1,0.65,2017-05-16,22.01
176,CLX,"Clorox Co Common",16.9,36.70,0.00,18.350000,"Consumer non-Cyclicals","Household Products",4.08,8.41,1,1.55,2017-05-16,130.71
177,KO,"Coca-Cola Co Common",16.9,9.29,-2.08,3.605000,"Consumer non-Cyclicals","Non-Alcoholic Beverages",1.88,12.49,1,0.35,2017-05-16,43.85
178,MMC,"Marsh & McLennan Companies Inc Common",16.7,16.38,9.37,12.875000,Financials,"Multiline Insurance & Brokers",3.17,9.15,1,0.81,2017-05-16,74.08
179,RTN,"Raytheon Co Common",16.5,13.25,15.01,14.130000,Industrials,"Aerospace & Defense",2.70,8.62,1,1.85,2017-05-16,159.76
180,APH,"Amphenol Corp Class A Common",16.5,11.05,25.74,18.395000,Technology,"Electronic Equipment & Parts",2.52,9.25,1,0.80,2017-05-16,73.74
181,MKC,"McCormick & Company Inc Non-Voting Common",16.4,22.05,-0.16,10.945000,"Consumer non-Cyclicals","Food Processing",2.89,9.85,1,1.01,2017-05-16,99.49
182,WY,"Weyerhaeuser Co Common",16.2,16.59,4.24,10.415000,Financials,"Specialized REITs",3.41,6.09,1,0.54,2017-05-16,33.12
183,FL,"Foot Locker Inc Common",16.2,0.54,31.84,16.190000,"Consumer Cyclicals","Apparel & Accessories Retailers",9.38,4.99,-1,1.44,2017-05-16,71.79
184,TXN,"Texas Instruments Inc Common",16.0,24.17,29.89,27.030000,Technology,Semiconductors,3.03,7.68,1,1.07,2017-05-16,82.27
185,SRCL,"Stericycle Inc Common",16.0,25.61,-5.95,9.830000,Industrials,"Environmental Services & Equipment",7.70,5.92,1,1.41,2017-05-16,83.75
186,ARNC,"Arconic Inc Common",15.7,82.68,7.65,45.165000,"Basic Materials",Aluminum,10.93,4.21,1,0.65,2017-05-16,27.41
187,VFC,"VF Corp Common",15.7,-0.00,-11.76,-5.880000,"Consumer Cyclicals","Apparel & Accessories",5.57,5.14,-1,1.02,2017-05-16,52.39
188,KMB,"Kimberly-Clark Corp Common",15.0,33.52,-0.02,16.750000,"Consumer non-Cyclicals","Personal Products",4.19,8.72,1,1.46,2017-05-16,127.42
189,HRS,"Harris Corp Common",14.7,10.56,40.17,25.365000,Technology,"Communications & Networking",3.09,7.89,1,1.38,2017-05-16,108.64
190,DLR,"Digital Realty Trust Common",14.7,43.34,1.38,22.360000,Financials,"Commercial REITs",2.88,7.20,1,1.60,2017-05-16,115.22
191,BSX,"Boston Scientific Corp Common",14.6,49.43,1.57,25.500000,Healthcare,"Advanced Medical Equipment & Technology",6.40,7.53,1,0.35,2017-05-16,26.48
192,HPE,"Hewlett Packard Enterprise Co Common",14.6,1.48,22.48,11.980000,Technology,"Computer Hardware",6.89,6.74,1,0.28,2017-05-16,19.11
193,LUK,"Leucadia National Corp Common",14.4,33.11,61.11,47.110000,Financials,"Holding Companies",3.15,5.57,1,0.46,2017-05-16,25.36
194,PX,"Praxair Inc Common",13.9,1.77,2.18,1.975000,"Basic Materials","Commodity Chemicals",2.87,8.28,1,1.58,2017-05-16,131.03
195,MNST,"Monster Beverage Corp Common",13.8,4.16,-9.42,-2.630000,"Consumer non-Cyclicals","Non-Alcoholic Beverages",12.76,5.78,1,0.81,2017-05-16,46.81
196,AEE,"Ameren Corp Common",12.6,20.54,4.20,12.370000,Utilities,"Multiline Utilities",2.09,8.58,1,0.64,2017-05-16,54.66
197,NOC,"Northrop Grumman Corp Common",12.4,0.61,12.04,6.325000,Industrials,"Aerospace & Defense",1.68,9.57,1,2.58,2017-05-16,247.38
198,EBAY,"eBay Inc Common",12.4,37.65,19.23,28.440000,Technology,"Online Services",5.00,6.49,1,0.54,2017-05-16,34.81
199,WEC,"WEC Energy Group Inc Common",12.4,13.82,-0.86,6.480000,Utilities,"Electric Utilities",3.10,9.19,1,0.66,2017-05-16,60.59
200,WMB,"Williams Companies Inc Common",12.3,-0.02,18.16,9.070000,Energy,"Oil & Gas Transportation Services",10.74,4.78,1,0.64,2017-05-16,30.62
201,JNPR,"Juniper Networks Inc Common",11.9,5.58,30.79,18.185000,Technology,"Communications & Networking",6.05,7.58,1,0.40,2017-05-16,30.59
202,DD,"E I du Pont de Nemours and Co Common",11.7,22.02,21.89,21.955000,Industrials,"Industrial Conglomerates",4.49,6.52,1,1.21,2017-05-16,79.1
203,LH,"Laboratory Corporation of America Holdings Common",11.6,28.90,1.30,15.100000,Healthcare,"Healthcare Facilities & Services",5.69,6.98,-1,1.98,2017-05-16,138.14
204,LUV,"Southwest Airlines Co Common",11.5,34.09,47.90,40.995000,Industrials,Airlines,9.02,5.13,1,1.14,2017-05-16,58.27
205,UDR,"UDR Inc Common",11.2,13.93,0.06,6.995000,Financials,"Residential REITs",3.03,7.27,1,0.52,2017-05-16,37.65
206,UHS,"Universal Health Services Inc Class B Common",11.1,4.82,-3.71,0.555000,Healthcare,"Healthcare Facilities & Services",3.35,5.31,1,2.28,2017-05-16,120.86
207,GPN,"Global Payments Inc Common",11.1,35.14,2.23,18.685000,Industrials,"Business Support Services",7.17,6.72,1,1.33,2017-05-16,89.36
208,PLD,"ProLogis Common",11.1,3.31,0.45,1.880000,Financials,"Commercial REITs",3.32,7.03,1,0.78,2017-05-16,54.83
209,BDX,"Becton Dickinson and Co Common",11.0,21.50,2.81,12.155000,Healthcare,"Medical Equipment, Supplies & Distribution",4.44,6.40,1,2.85,2017-05-16,182.75
210,LLY,"Eli Lilly and Co Common",11.0,33.48,0.55,17.015000,Healthcare,Pharmaceuticals,4.08,6.52,-1,1.21,2017-05-16,78.99
211,CMI,"Cummins Inc Common",11.0,19.73,39.27,29.500000,"Consumer Cyclicals","Auto, Truck & Motorcycle Parts",6.10,5.45,1,2.88,2017-05-16,157.42
212,CHTR,"Charter Communications Inc Class A Common",10.8,43.99,53.81,48.900000,"Consumer Cyclicals",Broadcasting,7.36,5.14,-1,6.21,2017-05-16,320.01
213,NTAP,"NetApp Inc Common",10.8,24.96,61.93,43.445000,Technology,"Computer Hardware",4.43,6.48,1,0.64,2017-05-16,41.62
214,CELG,"Celgene Corp Common",10.6,4.82,15.45,10.135000,Healthcare,"Biotechnology & Medical Research",3.31,6.44,-1,1.85,2017-05-16,119.36
215,GPS,"Gap Inc Common",10.1,0.00,3.30,1.650000,"Consumer Cyclicals","Apparel & Accessories Retailers",5.40,3.70,1,0.66,2017-05-16,24.59
216,ICE,"Intercontinental Exchange Inc Common",9.7,10.71,13.11,11.910000,Financials,"Financial & Commodity Market Operators & Service P",4.82,7.49,1,0.79,2017-05-16,59
217,TWX,"Time Warner Inc Common",9.6,11.71,40.16,25.935000,"Consumer Cyclicals","Entertainment Production",1.27,13.33,1,0.73,2017-05-16,97.87
218,DE,"Deere & Co Common",9.5,21.36,45.77,33.565000,Industrials,"Heavy Machinery & Vehicles",2.63,7.35,1,1.56,2017-05-16,114.8
219,XYL,"Xylem Inc Common",9.5,-0.15,2.18,1.015000,Industrials,"Industrial Machinery & Equipment",4.20,5.40,1,0.96,2017-05-16,51.77
220,PDCO,"Patterson Companies Inc Common",9.4,9.43,-4.03,2.700000,Healthcare,"Medical Equipment, Supplies & Distribution",3.16,6.68,-1,0.65,2017-05-16,43.26
221,ZBH,"Zimmer Biomet Holdings Inc Common",9.4,39.32,-0.52,19.400000,Healthcare,"Medical Equipment, Supplies & Distribution",6.23,5.39,1,2.22,2017-05-16,119.78
222,CMCSA,"Comcast Corp Common",9.4,24.02,19.53,21.775000,"Consumer Cyclicals",Broadcasting,2.81,7.09,1,0.55,2017-05-16,38.82
223,COST,"Costco Wholesale Corp Common",9.3,24.00,3.98,13.990000,"Consumer Cyclicals","Discount Stores",4.34,9.38,1,1.82,2017-05-16,171
224,CB,"Chubb Ltd Common",9.1,12.65,7.53,10.090000,Financials,"Multiline Insurance & Brokers",2.29,10.18,1,1.34,2017-05-16,137.02
225,WM,"Waste Management Inc Common",9.0,8.35,14.05,11.200000,Industrials,"Environmental Services & Equipment",2.60,9.91,-1,0.72,2017-05-16,71.25
226,DOW,"Dow Chemical Co Common",9.0,26.06,23.73,24.895000,"Basic Materials","Diversified Chemicals",4.38,6.47,1,0.96,2017-05-16,62.3
227,KSU,"Kansas City Southern Common",8.7,2.77,-2.21,0.280000,Industrials,"Ground Freight & Logistics",4.04,5.96,1,1.53,2017-05-16,91.38
228,D,"Dominion Energy Inc Common",7.7,5.81,0.44,3.125000,Utilities,"Electric Utilities",5.81,9.25,1,0.83,2017-05-16,77.21
229,SBUX,"Starbucks Corp Common",7.3,1.45,1.53,1.490000,"Consumer Cyclicals","Restaurants & Bars",4.00,8.24,1,0.73,2017-05-16,59.98
230,MSI,"Motorola Solutions Inc Common",6.9,1.92,22.61,12.265000,Technology,"Communications & Networking",5.37,6.54,1,1.28,2017-05-16,83.7
231,ABT,"Abbott Laboratories Common",6.9,29.56,1.88,15.720000,Healthcare,Pharmaceuticals,1.99,8.34,1,0.52,2017-05-16,43.69
232,TSS,"Total System Services Inc Common",6.9,18.69,1.10,9.895000,Technology,"IT Services & Consulting",7.14,6.64,1,0.88,2017-05-16,58.52
233,DIS,"Walt Disney Co Common",6.7,22.60,14.40,18.500000,"Consumer Cyclicals",Broadcasting,2.40,7.87,-1,1.37,2017-05-16,107.98
234,VTR,"Ventas Inc Common",6.7,7.62,-6.68,0.470000,Financials,"Specialized REITs",3.61,6.11,1,1.06,2017-05-16,65.02
235,FIS,"Fidelity National Information Services Inc Common",6.2,14.38,5.14,9.760000,Financials,"Financial & Commodity Market Operators & Service P",3.29,9.26,1,0.90,2017-05-16,83.78
236,BEN,"Franklin Resources Inc Common",6.0,12.37,24.15,18.260000,Financials,"Investment Management & Fund Operators",3.85,6.28,1,0.69,2017-05-16,43.42
237,AGN,"Allergan plc Common",5.7,48.77,-0.08,24.345000,Healthcare,Pharmaceuticals,4.76,5.69,-1,3.94,2017-05-16,224.55
238,HCA,"HCA Healthcare Inc Common",5.6,38.37,4.33,21.350000,Healthcare,"Healthcare Facilities & Services",5.17,5.78,1,1.44,2017-05-16,83.49
239,EQR,"Equity Residential Common",5.6,3.40,-0.01,1.695000,Financials,"Residential REITs",1.75,7.49,1,0.86,2017-05-16,64.52
240,BF.B,"Brown-Forman Corp Class B Common",5.3,4.98,-0.84,2.070000,"Consumer non-Cyclicals","Distillers & Wineries",3.14,9.20,1,0.55,2017-05-16,50.46
241,GRMN,"Garmin Ltd Common",5.2,0.13,5.49,2.810000,Industrials,"Aerospace & Defense",7.33,5.99,1,0.88,2017-05-16,52.6
242,PFE,"Pfizer Inc Common",5.0,8.25,-1.17,3.540000,Healthcare,Pharmaceuticals,2.32,9.26,-1,0.35,2017-05-16,32.6
243,AJG,"Arthur J Gallagher & Co Common",5.0,20.17,18.84,19.505000,Financials,"Multiline Insurance & Brokers",1.70,8.36,1,0.66,2017-05-16,55.31
244,DVA,"DaVita Inc Common",4.7,7.41,-2.70,2.355000,Healthcare,"Healthcare Facilities & Services",5.97,5.24,-1,1.18,2017-05-16,62.09
245,MAA,"Mid America Apartment Communities Common",4.6,15.39,-0.01,7.690000,Financials,"Residential REITs",4.14,6.88,-1,1.43,2017-05-16,98.7
246,TEL,"TE Connectivity Ltd Common",4.4,17.35,32.02,24.685000,Industrials,"Electrical Components & Equipment",4.87,6.71,1,1.14,2017-05-16,76.43
247,DLTR,"Dollar Tree Inc Common",4.3,-2.22,-7.77,-4.995000,"Consumer Cyclicals","Discount Stores",3.62,5.33,1,1.49,2017-05-16,79.1
248,STX,"Seagate Technology PLC Common",4.0,23.60,87.00,55.300000,Technology,"Computer Hardware",16.83,3.80,-1,1.16,2017-05-16,44
249,FLIR,"FLIR Systems Inc Common",4.0,1.17,18.27,9.720000,Technology,"Communications & Networking",8.14,6.10,1,0.62,2017-05-16,37.82
250,IPG,"Interpublic Group of Companies Inc Common",4.0,1.77,1.42,1.595000,"Consumer Cyclicals","Advertising & Marketing",4.13,6.30,1,0.38,2017-05-16,24.19
251,XLNX,"Xilinx Inc Common",3.9,8.44,27.61,18.025000,Technology,Semiconductors,7.35,6.11,1,1.07,2017-05-16,65.46
252,MPC,"Marathon Petroleum Corp Common",3.9,4.57,44.08,24.325000,Energy,"Oil & Gas Refining and Marketing",3.36,4.97,1,1.06,2017-05-16,52.48
253,NTRS,"Northern Trust Corp Common",3.8,1.48,33.31,17.395000,Financials,"Investment Management & Fund Operators",4.72,6.74,1,1.34,2017-05-16,90.6
254,INTU,"Intuit Inc Common",3.7,7.60,10.20,8.900000,Technology,Software,8.46,8.82,1,1.44,2017-05-16,127.5
255,TJX,"TJX Companies Inc Common",3.6,0.30,0.00,0.150000,"Consumer Cyclicals","Discount Stores",4.08,5.79,-1,1.27,2017-05-16,73.76
256,ZTS,"Zoetis Inc Class A Common",3.6,12.51,12.52,12.515000,Healthcare,Pharmaceuticals,5.90,7.05,1,0.86,2017-05-16,60.33
257,CAT,"Caterpillar Inc Common",2.8,1.82,29.75,15.785000,Industrials,"Heavy Machinery & Vehicles",7.86,5.53,1,1.85,2017-05-16,102.34
258,NWSA,"News Corp Class A Common",2.8,14.08,0.02,7.050000,"Consumer Cyclicals","Consumer Publishing",7.26,5.03,1,0.26,2017-05-16,12.93
259,AMG,"Affiliated Managers Group Inc Common",2.6,9.22,1.31,5.265000,Financials,"Investment Management & Fund Operators",5.89,5.17,-1,2.98,2017-05-16,154.55
260,SO,"Southern Co Common",2.6,5.99,-1.46,2.265000,Utilities,"Electric Utilities",1.82,10.42,-1,0.47,2017-05-16,49.34
261,NWL,"Newell Brands Inc Common",2.3,2.65,-0.83,0.910000,"Consumer Cyclicals","Appliances, Tools & Housewares",11.94,5.30,1,1.00,2017-05-16,53.07
262,JWN,"Nordstrom Inc Common",2.3,-12.31,0.69,-5.810000,"Consumer Cyclicals","Department Stores",10.84,2.61,-1,1.56,2017-05-16,40.64
263,NWS,"News Corp Class B Common",2.2,13.98,0.01,6.995000,"Consumer Cyclicals","Consumer Publishing",6.67,5.06,1,0.26,2017-05-16,13.3
264,C,"Citigroup Inc Common",2.2,1.62,44.82,23.220000,Financials,Banks,3.18,6.21,1,1.01,2017-05-16,62.49
265,TRV,"Travelers Companies Inc Common",2.1,3.36,2.04,2.700000,Financials,"Property & Casualty Insurance",2.25,10.19,-1,1.18,2017-05-16,119.93
266,ADI,"Analog Devices Inc Common",2.0,14.52,44.68,29.600000,Technology,Semiconductors,4.83,5.88,1,1.38,2017-05-16,81.05
267,TMK,"Torchmark Corp Common",2.0,10.11,33.23,21.670000,Financials,"Life & Health Insurance",2.36,8.15,-1,0.93,2017-05-16,75.64
268,ACN,"Accenture PLC Class A Common",1.8,0.11,1.46,0.785000,Technology,"IT Services & Consulting",4.52,9.30,1,1.32,2017-05-16,123.14
269,SPLS,"Staples Inc Common",1.7,-0.16,1.43,0.635000,"Consumer Cyclicals","Other Specialty Retailers",9.82,3.52,-1,0.26,2017-05-16,8.99
270,BK,"Bank of New York Mellon Corp Common",1.6,-0.02,18.17,9.075000,Financials,"Investment Management & Fund Operators",3.01,7.30,1,0.65,2017-05-16,47.18
271,HSY,"Hershey Co Common",1.6,15.37,1.55,8.460000,"Consumer non-Cyclicals","Food Processing",1.32,9.84,1,1.09,2017-05-16,107.21
272,DPS,"Dr Pepper Snapple Group Inc Common",1.6,10.48,0.00,5.240000,"Consumer non-Cyclicals","Non-Alcoholic Beverages",5.52,7.94,-1,1.15,2017-05-16,90.97
273,EXPD,"Expeditors International of Washington Inc Common",1.5,3.38,13.36,8.370000,Industrials,"Courier, Postal, Air Freight & Land-based Logistic",3.48,7.21,-1,0.74,2017-05-16,53.08
274,STT,"State Street Corp Common",1.5,0.69,34.87,17.780000,Financials,"Investment Management & Fund Operators",3.63,6.36,1,1.30,2017-05-16,82.9
275,AIZ,"Assurant Inc Common",1.4,14.57,11.80,13.185000,Financials,"Multiline Insurance & Brokers",6.75,6.67,1,1.53,2017-05-16,101.97
276,IVZ,"Invesco Ltd Common",1.4,0.03,4.85,2.440000,Financials,"Investment Management & Fund Operators",4.57,5.87,1,0.55,2017-05-16,32.18
277,UNP,"Union Pacific Corp Common",1.2,7.90,25.64,16.770000,Industrials,"Ground Freight & Logistics",3.05,6.93,1,1.60,2017-05-16,111
278,HCP,"HCP Inc Common",1.1,7.03,-1.59,2.720000,Financials,"Specialized REITs",3.00,5.61,1,0.55,2017-05-16,31
279,INCY,"Incyte Corp Common",1.1,40.65,73.17,56.910000,Healthcare,"Biotechnology & Medical Research",10.49,3.11,-1,3.78,2017-05-16,117.76
280,WBA,"Walgreens Boots Alliance Inc Common",1.1,0.01,2.29,1.150000,"Consumer non-Cyclicals","Drug Retailers",2.13,8.91,1,0.95,2017-05-16,84.51
281,DHR,"Danaher Corp Common",1.1,12.59,6.52,9.555000,Healthcare,"Advanced Medical Equipment & Technology",4.43,9.37,-1,0.89,2017-05-16,83.01
282,CBS,"CBS Corp Class B Common",1.0,7.44,28.51,17.975000,"Consumer Cyclicals",Broadcasting,3.35,4.33,-1,1.41,2017-05-16,61.2
283,NRG,"NRG Energy Inc Common",1.0,89.78,4.29,47.035000,Utilities,"Electric Utilities",5.40,2.88,-1,0.52,2017-05-16,14.92
284,KHC,"Kraft Heinz Co Common",0.9,13.50,1.40,7.450000,"Consumer non-Cyclicals","Food Processing",10.74,8.07,-1,1.10,2017-05-16,89.11
285,AMD,"Advanced Micro Devices Inc Common",0.8,38.31,212.31,125.310000,Technology,Semiconductors,24.23,2.05,1,0.62,2017-05-16,12.75
286,EMN,"Eastman Chemical Co Common",0.7,7.13,12.08,9.605000,"Basic Materials","Commodity Chemicals",3.23,6.20,1,1.28,2017-05-16,79.56
287,BMY,"Bristol-Myers Squibb Co Common",0.6,-0.54,-12.67,-6.605000,Healthcare,Pharmaceuticals,11.28,6.61,-1,0.82,2017-05-16,54.39
288,NKE,"Nike Inc Class B Common",0.5,11.32,-0.00,5.660000,"Consumer Cyclicals",Footwear,7.05,6.49,-1,0.81,2017-05-16,52.78
289,AXP,"American Express Co Common",0.4,11.68,29.25,20.465000,Financials,"Consumer Lending",5.92,7.67,1,1.02,2017-05-16,78.13
290,LVLT,"Level 3 Communications Inc Common",0.4,3.29,9.95,6.620000,"Telecommunication Services","Integrated Telecommunications Services",4.32,7.31,1,0.81,2017-05-16,59.37
291,BLL,"Ball Corp Common",0.3,-0.01,0.02,0.005000,"Basic Materials","Non-Paper Containers & Packaging",5.60,7.88,1,0.51,2017-05-16,40.405
292,YUM,"Yum! Brands Inc Common",0.3,3.15,4.05,3.600000,"Consumer Cyclicals","Restaurants & Bars",2.88,9.55,1,0.73,2017-05-16,69.35
293,EXR,"Extra Space Storage Inc Common",0.2,2.52,-9.58,-3.530000,Financials,"Specialized REITs",3.70,5.19,-1,1.38,2017-05-16,71.79
294,BLK,"BlackRock Inc Common",0.2,0.21,6.01,3.110000,Financials,"Investment Management & Fund Operators",2.67,7.61,1,5.12,2017-05-16,391.3
295,BAC,"Bank of America Corp Common",0.2,10.73,96.06,53.395000,Financials,Banks,5.81,5.40,1,0.44,2017-05-16,23.99
296,DOV,"Dover Corp Common",0.2,10.36,13.05,11.705000,Industrials,"Industrial Machinery & Equipment",2.95,5.44,1,1.49,2017-05-16,81.19
297,PG,"Procter & Gamble Co Common",0.2,8.29,2.03,5.160000,"Consumer non-Cyclicals","Personal Products",3.71,11.56,-1,0.75,2017-05-16,86.24
298,MO,"Altria Group Inc Common",0.1,15.21,5.48,10.345000,"Consumer non-Cyclicals",Tobacco,1.51,9.77,-1,0.73,2017-05-16,70.95
299,TDC,"Teradata Corp Common",0.1,11.84,1.16,6.500000,Technology,"IT Services & Consulting",8.52,5.00,-1,0.59,2017-05-16,29.26
300,CMA,"Comerica Inc Common",0.1,4.99,80.58,42.785000,Financials,Banks,6.51,4.59,1,1.55,2017-05-16,71.28
301,BRK.B,"Berkshire Hathaway Inc Class B Common",0.1,1.99,19.38,10.685000,Financials,"Property & Casualty Insurance",3.42,10.03,-1,1.63,2017-05-16,163.61
302,DISH,"DISH Network Corp Class A Common",0.1,9.98,23.83,16.905000,"Consumer Cyclicals",Broadcasting,6.77,4.49,1,1.39,2017-05-16,62.27
303,ARE,"Alexandria Real Estate Equities Inc Common",0.1,2.62,7.73,5.175000,Financials,"Commercial REITs",4.30,6.69,1,1.73,2017-05-16,115.84
304,NDAQ,"Nasdaq Inc Common",-0.0,2.39,0.76,1.575000,Financials,"Financial & Commodity Market Operators & Service P",3.46,7.95,-1,0.85,2017-05-16,67.37
305,CAG,"Conagra Brands Inc Common",-0.0,2.14,8.07,5.105000,"Consumer non-Cyclicals","Food Processing",3.91,8.15,-1,0.46,2017-05-16,37.57
306,EMR,"Emerson Electric Co Common",-0.0,5.19,11.06,8.125000,Industrials,"Electrical Components & Equipment",4.48,5.91,-1,0.99,2017-05-16,58.6
307,FDX,"FedEx Corp Common",0.0,-0.00,21.74,10.870000,Industrials,"Courier, Postal, Air Freight & Land-based Logistic",3.46,7.31,1,2.65,2017-05-16,194.14
308,DISCA,"Discovery Communications Inc Series A Common",-0.0,0.00,4.99,2.495000,"Consumer Cyclicals",Broadcasting,4.22,3.92,-1,0.65,2017-05-16,25.58
309,MYL,"Mylan NV Common",-0.0,1.98,-4.85,-1.435000,Healthcare,Pharmaceuticals,7.22,4.13,-1,0.95,2017-05-16,39.15
310,CA,"CA Inc Common",-0.0,0.04,-0.93,-0.445000,Technology,Software,4.98,6.65,-1,0.48,2017-05-16,31.71
311,BWA,"BorgWarner Inc Common",0.0,5.35,29.57,17.460000,"Consumer Cyclicals","Auto, Truck & Motorcycle Parts",4.46,5.07,1,0.83,2017-05-16,42.21
312,PEG,"Public Service Enterprise Group Inc Common",0.0,4.45,-0.00,2.225000,Utilities,"Electric Utilities",3.07,7.94,-1,0.54,2017-05-16,43.1
313,RJF,"Raymond James Financial Inc Common",-0.0,2.82,55.93,29.375000,Financials,"Investment Banking & Brokerage Services",4.82,5.42,1,1.41,2017-05-16,76.8
314,PNC,"PNC Financial Services Group Inc Common",-0.0,6.19,57.75,31.970000,Financials,Banks,4.11,5.74,1,2.14,2017-05-16,122.62
315,NSC,"Norfolk Southern Corp Common",-0.0,8.52,45.89,27.205000,Industrials,"Ground Freight & Logistics",4.05,6.46,1,1.81,2017-05-16,116.86
316,SYY,"Sysco Corp Common",-0.0,-1.78,2.30,0.260000,"Consumer non-Cyclicals","Food Retail & Distribution",3.19,7.87,1,0.69,2017-05-16,54.19
317,DISCK,"Discovery Communications Inc Series C Common",-0.0,0.02,7.13,3.575000,"Consumer Cyclicals",Broadcasting,3.75,4.20,-1,0.59,2017-05-16,24.81
318,NVDA,"NVIDIA Corp Common",0.0,5.05,162.18,83.615000,Technology,Semiconductors,17.83,3.56,1,3.84,2017-05-16,136.81
319,PRU,"Prudential Financial Inc Common",0.0,2.83,58.30,30.565000,Financials,"Life & Health Insurance",3.01,6.66,1,1.62,2017-05-16,107.8
320,TDG,"TransDigm Group Inc Common",0.0,-1.40,-0.38,-0.890000,Industrials,"Aerospace & Defense",9.87,4.58,1,5.42,2017-05-16,248.96
321,TROW,"T. Rowe Price Group Inc Common",-0.0,-5.68,-0.00,-2.840000,Financials,"Investment Management & Fund Operators",5.28,6.70,1,1.07,2017-05-16,71.83
322,CVS,"CVS Health Corp Common",-0.0,0.69,-16.43,-7.870000,"Consumer non-Cyclicals","Drug Retailers",4.07,6.71,-1,1.18,2017-05-16,79.12
323,WHR,"Whirlpool Corp Common",-0.0,0.44,0.01,0.225000,"Consumer Cyclicals","Appliances, Tools & Housewares",8.55,6.00,1,3.11,2017-05-16,186.94
324,HST,"Host Hotels & Resorts Inc Common",0.0,0.08,7.44,3.760000,Financials,"Specialized REITs",6.70,4.23,-1,0.42,2017-05-16,17.68
325,UNM,"Unum Group Common",0.0,8.84,48.80,28.820000,Financials,"Life & Health Insurance",3.87,6.37,1,0.73,2017-05-16,46.57
326,WRK,"WestRock Co Common",0.0,1.11,33.20,17.155000,"Basic Materials","Paper Packaging",4.48,5.07,1,1.06,2017-05-16,53.79
327,BIIB,"Biogen Inc Common",0.0,0.00,1.66,0.830000,Healthcare,Pharmaceuticals,4.67,5.18,-1,4.96,2017-05-16,257.64
328,IRM,"Iron Mountain Inc Common",-0.0,6.16,-2.53,1.815000,Financials,"Commercial REITs",3.43,6.49,-1,0.54,2017-05-16,34.95
329,L,"Loews Corp Common",0.0,0.62,19.01,9.815000,Financials,"Property & Casualty Insurance",2.39,8.92,-1,0.52,2017-05-16,46.38
330,MLM,"Martin Marietta Materials Inc Common",-0.0,-0.03,13.57,6.770000,"Basic Materials","Construction Materials",7.62,4.42,1,5.27,2017-05-16,233.03
331,AMGN,"Amgen Inc Common",0.0,16.55,0.03,8.290000,Healthcare,"Biotechnology & Medical Research",6.38,7.57,-1,2.11,2017-05-16,159.99
332,JPM,"JPMorgan Chase & Co Common",0.0,4.79,50.45,27.620000,Financials,Banks,3.63,7.03,1,1.25,2017-05-16,87.61
333,MRK,"Merck & Co Inc Common",0.0,2.89,5.37,4.130000,Healthcare,Pharmaceuticals,3.65,8.39,1,0.76,2017-05-16,63.79
334,XRX,"Xerox Corp Common",-0.0,20.44,6.64,13.540000,Industrials,"Business Support Services",4.10,5.62,1,0.13,2017-05-16,7.14
335,HIG,"Hartford Financial Services Group Inc Common",0.0,0.60,11.73,6.165000,Financials,"Multiline Insurance & Brokers",2.35,7.70,1,0.64,2017-05-16,49.28
336,ADP,"Automatic Data Processing Inc Common",-0.0,1.08,13.46,7.270000,Technology,"IT Services & Consulting",6.25,6.87,-1,1.43,2017-05-16,98.32
337,MDLZ,"Mondelez International Inc Class A Common",0.0,1.49,0.01,0.750000,"Consumer non-Cyclicals","Food Processing",5.81,6.63,1,0.69,2017-05-16,45.51
338,CINF,"Cincinnati Financial Corp Common",-0.1,-7.16,-0.06,-3.610000,Financials,"Property & Casualty Insurance",6.65,6.83,-1,1.01,2017-05-16,69.33
339,HOG,"Harley-Davidson Inc Common",-0.1,-0.74,20.42,9.840000,"Consumer Cyclicals","Auto & Truck Manufacturers",4.73,5.07,-1,1.07,2017-05-16,54.11
340,STI,"SunTrust Banks Inc Common",-0.1,2.97,44.90,23.935000,Financials,Banks,5.01,5.46,1,1.04,2017-05-16,57.04
341,CFG,"Citizens Financial Group Inc Common",-0.1,2.20,87.65,44.925000,Financials,Banks,5.98,4.51,1,0.82,2017-05-16,37.08
342,CAH,"Cardinal Health Inc Common",-0.1,2.93,-0.18,1.375000,"Consumer non-Cyclicals","Drug Retailers",11.54,6.03,-1,1.20,2017-05-16,72.63
343,KEY,"KeyCorp Common",-0.1,0.11,68.89,34.500000,Financials,Banks,6.53,4.74,1,0.39,2017-05-16,18.54
344,CTL,"CenturyLink Inc Common",-0.1,-0.00,-11.34,-5.670000,"Telecommunication Services","Integrated Telecommunications Services",6.61,4.62,1,0.54,2017-05-16,24.77
345,HBI,"HanesBrands Inc Common",-0.1,-6.55,-22.65,-14.600000,"Consumer Cyclicals","Apparel & Accessories",16.42,3.51,-1,0.59,2017-05-16,20.69
346,UAL,"United Continental Holdings Inc Common",-0.1,0.01,80.65,40.330000,Industrials,Airlines,5.22,4.37,1,1.80,2017-05-16,79.06
