#,Ticker,Name,Adj.Slope90,Adj.Slope125,Adj.Slope250,Avg.Slope.125.250,Sector,Industry,"Max Gap","Target Weight","Stock Trend - SMA100",ATR,Updated,"Close Price"
174,ECL,"Ecolab Inc Common",21.5,20.60,1.43,11.015000,"Basic Materials","Specialty Chemicals",3.09,9.95,1,1.27,2017-05-04,126.22
175,LMT,"Lockheed Martin Corp Common",21.3,6.12,6.01,6.065000,Industrials,"Aerospace & Defense",2.24,9.53,1,2.83,2017-05-04,270.51
176,HCN,"Welltower Inc Common",21.2,25.56,-2.12,11.720000,Financials,"Specialized REITs",3.04,6.67,1,1.05,2017-05-04,69.86
177,AET,"Aetna Inc Common",21.0,5.14,7.28,6.210000,Healthcare,"Managed Healthcare",3.26,6.83,1,2.05,2017-05-04,140.09
178,DOW,"Dow Chemical Co Common",20.1,36.26,23.48,29.870000,"Basic Materials","Diversified Chemicals",4.38,6.34,1,0.97,2017-05-04,61.42
179,BSX,"Boston Scientific Corp Common",20.1,45.48,1.06,23.270000,Healthcare,"Advanced Medical Equipment & Technology",6.40,7.10,1,0.37,2017-05-04,26.35
180,CBG,"CBRE Group Inc Class A Common",20.0,36.80,15.30,26.050000,Financials,"Real Estate Services",7.70,5.10,1,0.70,2017-05-04,35.85
181,DIS,"Walt Disney Co Common",19.9,35.30,11.95,23.625000,"Consumer Cyclicals",Broadcasting,2.40,8.79,1,1.26,2017-05-04,111.17
182,AFL,"Aflac Inc Common",19.6,5.05,0.13,2.590000,Financials,"Life & Health Insurance",4.07,8.79,1,0.85,2017-05-04,74.39
183,DD,"E I du Pont de Nemours and Co Common",19.5,28.74,22.30,25.520000,Industrials,"Industrial Conglomerates",4.49,6.49,1,1.21,2017-05-04,78.79
184,DTE,"DTE Energy Co Common",19.4,21.80,6.08,13.940000,Utilities,"Electric Utilities",2.29,9.73,1,1.07,2017-05-04,104.19
185,CELG,"Celgene Corp Common",19.3,7.47,16.77,12.120000,Healthcare,"Biotechnology & Medical Research",3.00,6.85,1,1.82,2017-05-04,124.46
186,ABT,"Abbott Laboratories Common",18.9,30.01,2.19,16.100000,Healthcare,Pharmaceuticals,2.72,8.10,1,0.55,2017-05-04,44.59
187,MAS,"Masco Corp Common",18.8,20.00,0.26,10.130000,"Consumer Cyclicals","Construction Supplies & Fixtures",5.34,6.27,1,0.59,2017-05-04,36.79
188,ETR,"Entergy Corp Common",18.8,19.51,-1.51,9.000000,Utilities,"Electric Utilities",2.94,8.67,1,0.88,2017-05-04,76.56
189,GOOG,"Alphabet Inc Class C Common",18.8,24.36,16.70,20.530000,Technology,"Online Services",3.63,8.30,1,11.14,2017-05-04,931.66
190,ICE,"Intercontinental Exchange Inc Common",18.4,14.45,13.57,14.010000,Financials,"Financial & Commodity Market Operators & Service P",4.82,7.47,1,0.81,2017-05-04,60.87
191,MSFT,"Microsoft Corp Common",18.3,22.78,30.92,26.850000,Technology,Software,2.35,9.16,1,0.75,2017-05-04,68.81
192,LNT,"Alliant Energy Corp Common",18.1,19.64,0.01,9.825000,Utilities,"Electric Utilities",2.27,8.16,1,0.49,2017-05-04,39.87
193,AMD,"Advanced Micro Devices Inc Common",18.0,137.17,253.59,195.380000,Technology,Semiconductors,24.23,1.56,-1,0.65,2017-05-04,10.1
194,HUM,"Humana Inc Common",17.9,10.87,21.75,16.310000,Healthcare,"Managed Healthcare",3.70,6.11,1,3.73,2017-05-04,228.85
195,SRCL,"Stericycle Inc Common",17.6,25.95,-8.10,8.925000,Industrials,"Environmental Services & Equipment",7.70,6.41,1,1.34,2017-05-04,85.73
196,PDCO,"Patterson Companies Inc Common",17.2,1.71,-3.56,-0.925000,Healthcare,"Medical Equipment, Supplies & Distribution",3.70,7.38,1,0.61,2017-05-04,45.25
197,AMG,"Affiliated Managers Group Inc Common",17.1,20.93,0.58,10.755000,Financials,"Investment Management & Fund Operators",5.89,4.57,-1,3.39,2017-05-04,155.43
198,GOOGL,"Alphabet Inc Class A Common",15.8,23.23,15.86,19.545000,Technology,"Online Services",3.71,8.12,1,11.68,2017-05-04,954.72
199,AEE,"Ameren Corp Common",15.7,24.77,4.43,14.600000,Utilities,"Multiline Utilities",2.09,7.95,1,0.69,2017-05-04,54.81
200,RTN,"Raytheon Co Common",15.3,10.70,14.73,12.715000,Industrials,"Aerospace & Defense",2.70,8.57,1,1.84,2017-05-04,157.88
201,AJG,"Arthur J Gallagher & Co Common",15.0,27.17,19.05,23.110000,Financials,"Multiline Insurance & Brokers",1.70,8.01,1,0.69,2017-05-04,55.36
202,UNH,"UnitedHealth Group Inc Common",14.8,21.14,27.11,24.125000,Healthcare,"Managed Healthcare",3.68,7.78,1,2.23,2017-05-04,174.02
203,DLR,"Digital Realty Trust Common",13.8,44.91,1.00,22.955000,Financials,"Commercial REITs",3.17,6.73,1,1.66,2017-05-04,111.87
204,APH,"Amphenol Corp Class A Common",13.7,10.00,26.60,18.300000,Technology,"Electronic Equipment & Parts",2.52,8.09,1,0.89,2017-05-04,71.84
205,CMI,"Cummins Inc Common",13.6,20.31,38.89,29.600000,"Consumer Cyclicals","Auto, Truck & Motorcycle Parts",6.10,4.88,1,3.20,2017-05-04,156.04
206,FL,"Foot Locker Inc Common",13.4,0.95,32.34,16.645000,"Consumer Cyclicals","Apparel & Accessories Retailers",9.38,5.75,1,1.32,2017-05-04,76.13
207,LUV,"Southwest Airlines Co Common",13.1,42.03,40.97,41.500000,Industrials,Airlines,9.02,4.84,1,1.21,2017-05-04,58.34
208,ABBV,"AbbVie Inc Common",13.0,10.58,0.03,5.305000,Healthcare,Pharmaceuticals,4.57,7.53,1,0.89,2017-05-04,67.23
209,WLTW,"Willis Towers Watson PLC Common",12.5,13.64,0.63,7.135000,Financials,"Multiline Insurance & Brokers",6.22,6.91,1,2.06,2017-05-04,142.34
210,DVA,"DaVita Inc Common",12.4,17.40,-3.69,6.855000,Healthcare,"Healthcare Facilities & Services",5.19,5.91,-1,1.10,2017-05-04,65.24
211,WFM,"Whole Foods Market Inc Common",12.2,2.32,0.00,1.160000,"Consumer non-Cyclicals","Food Retail & Distribution",9.98,4.96,1,0.74,2017-05-04,36.68
212,CMCSA,"Comcast Corp Common",12.2,27.63,19.23,23.430000,"Consumer Cyclicals",Broadcasting,2.81,6.36,1,0.60,2017-05-04,38.29
213,CB,"Chubb Ltd Common",11.9,16.37,7.12,11.745000,Financials,"Multiline Insurance & Brokers",2.29,9.93,1,1.39,2017-05-04,138.3
214,EXPD,"Expeditors International of Washington Inc Common",11.8,11.54,15.65,13.595000,Industrials,"Courier, Postal, Air Freight & Land-based Logistic",3.48,7.05,-1,0.77,2017-05-04,54.47
215,KO,"Coca-Cola Co Common",11.3,5.12,-3.52,0.800000,"Consumer non-Cyclicals","Non-Alcoholic Beverages",1.88,11.91,1,0.37,2017-05-04,43.66
216,DPS,"Dr Pepper Snapple Group Inc Common",11.1,22.06,0.00,11.030000,"Consumer non-Cyclicals","Non-Alcoholic Beverages",5.52,7.56,-1,1.20,2017-05-04,91.21
217,COG,"Cabot Oil & Gas Corp Common",10.8,6.44,-1.54,2.450000,Energy,"Oil & Gas Exploration and Production",10.73,3.38,1,0.69,2017-05-04,23.48
218,GPN,"Global Payments Inc Common",10.8,29.65,1.09,15.370000,Industrials,"Business Support Services",7.17,6.03,1,1.43,2017-05-04,86.14
219,WM,"Waste Management Inc Common",10.6,11.96,14.76,13.360000,Industrials,"Environmental Services & Equipment",2.60,10.54,1,0.69,2017-05-04,72.95
220,CBS,"CBS Corp Class B Common",10.3,23.63,29.56,26.595000,"Consumer Cyclicals",Broadcasting,3.35,4.71,-1,1.36,2017-05-04,63.85
221,TWX,"Time Warner Inc Common",10.2,16.32,41.68,29.000000,"Consumer Cyclicals","Entertainment Production",1.68,13.59,1,0.72,2017-05-04,98.3
222,WEC,"WEC Energy Group Inc Common",10.0,13.26,-0.94,6.160000,Utilities,"Electric Utilities",3.10,8.78,1,0.70,2017-05-04,61.27
223,UTX,"United Technologies Corp Common",9.7,13.07,9.79,11.430000,Industrials,"Aerospace & Defense",1.36,9.78,1,1.24,2017-05-04,121
224,MAA,"Mid America Apartment Communities Common",9.6,19.99,-0.04,9.975000,Financials,"Residential REITs",4.14,6.37,1,1.56,2017-05-04,99.02
225,DE,"Deere & Co Common",9.6,27.63,43.09,35.360000,Industrials,"Heavy Machinery & Vehicles",2.63,6.46,1,1.73,2017-05-04,112.03
226,NOC,"Northrop Grumman Corp Common",9.5,0.10,11.42,5.760000,Industrials,"Aerospace & Defense",1.68,8.78,1,2.79,2017-05-04,245.75
227,DHR,"Danaher Corp Common",9.1,16.78,7.45,12.115000,Healthcare,"Advanced Medical Equipment & Technology",4.43,8.56,1,0.98,2017-05-04,84.08
228,PFE,"Pfizer Inc Common",8.7,11.81,-0.92,5.445000,Healthcare,Pharmaceuticals,2.32,9.67,1,0.35,2017-05-04,33.45
229,VFC,"VF Corp Common",8.7,-0.12,-12.48,-6.300000,"Consumer Cyclicals","Apparel & Accessories",5.57,5.19,1,1.04,2017-05-04,54.02
230,COST,"Costco Wholesale Corp Common",8.6,27.02,3.88,15.450000,"Consumer Cyclicals","Discount Stores",4.34,9.86,1,1.85,2017-05-04,182.45
231,TDC,"Teradata Corp Common",8.5,19.74,1.98,10.860000,Technology,"IT Services & Consulting",8.52,4.54,-1,0.64,2017-05-04,29.05
232,ESS,"Essex Property Trust Common",8.5,16.87,0.88,8.875000,Financials,"Residential REITs",3.12,6.32,1,3.96,2017-05-04,250.49
233,ADI,"Analog Devices Inc Common",8.4,26.67,47.08,36.875000,Technology,Semiconductors,4.83,5.52,-1,1.37,2017-05-04,75.66
234,TEL,"TE Connectivity Ltd Common",8.4,21.60,31.85,26.725000,Industrials,"Electrical Components & Equipment",4.87,6.16,1,1.23,2017-05-04,75.65
235,CTSH,"Cognizant Technology Solutions Corp Class A Common",8.4,12.37,-0.03,6.170000,Technology,"IT Services & Consulting",4.95,7.61,1,0.80,2017-05-04,60.75
236,GPS,"Gap Inc Common",8.2,-1.21,5.41,2.100000,"Consumer Cyclicals","Apparel & Accessories Retailers",5.40,4.06,1,0.63,2017-05-04,25.7
237,FIS,"Fidelity National Information Services Inc Common",8.0,14.10,5.18,9.640000,Financials,"Financial & Commodity Market Operators & Service P",3.29,8.17,1,1.02,2017-05-04,83.52
238,NWSA,"News Corp Class A Common",7.6,13.04,0.04,6.540000,"Consumer Cyclicals","Consumer Publishing",7.26,5.45,1,0.23,2017-05-04,12.57
239,HSY,"Hershey Co Common",7.3,20.61,2.26,11.435000,"Consumer non-Cyclicals","Food Processing",1.32,8.97,1,1.20,2017-05-04,107.28
240,NKE,"Nike Inc Class B Common",7.2,19.61,-0.03,9.790000,"Consumer Cyclicals",Footwear,7.05,7.04,-1,0.77,2017-05-04,54.47
241,NWS,"News Corp Class B Common",6.9,13.32,0.02,6.670000,"Consumer Cyclicals","Consumer Publishing",6.67,5.30,1,0.24,2017-05-04,12.85
242,KSU,"Kansas City Southern Common",6.5,0.72,-2.73,-1.005000,Industrials,"Ground Freight & Logistics",4.75,5.26,1,1.71,2017-05-04,90.04
243,KHC,"Kraft Heinz Co Common",6.1,19.34,1.69,10.515000,"Consumer non-Cyclicals","Food Processing",10.74,7.09,-1,1.26,2017-05-04,89.7
244,PG,"Procter & Gamble Co Common",6.1,13.16,3.08,8.120000,"Consumer non-Cyclicals","Personal Products",3.71,10.23,-1,0.84,2017-05-04,86.45
245,IPG,"Interpublic Group of Companies Inc Common",6.0,4.48,0.89,2.685000,"Consumer Cyclicals","Advertising & Marketing",4.13,5.80,-1,0.41,2017-05-04,23.97
246,TJX,"TJX Companies Inc Common",5.7,1.25,0.01,0.630000,"Consumer Cyclicals","Discount Stores",2.09,8.25,1,0.96,2017-05-04,78.97
247,PX,"Praxair Inc Common",5.4,0.19,1.70,0.945000,"Basic Materials","Commodity Chemicals",2.87,7.56,1,1.67,2017-05-04,126.32
248,VTR,"Ventas Inc Common",5.2,6.01,-6.19,-0.090000,Financials,"Specialized REITs",3.61,6.04,-1,1.04,2017-05-04,62.65
249,TMK,"Torchmark Corp Common",5.2,16.62,34.82,25.720000,Financials,"Life & Health Insurance",2.36,7.80,1,0.98,2017-05-04,76.71
250,BEN,"Franklin Resources Inc Common",5.2,14.19,21.82,18.005000,Financials,"Investment Management & Fund Operators",3.85,5.41,1,0.79,2017-05-04,42.46
251,HPE,"Hewlett Packard Enterprise Co Common",5.1,0.40,25.24,12.820000,Technology,"Computer Hardware",6.89,6.11,1,0.31,2017-05-04,18.75
252,REGN,"Regeneron Pharmaceuticals Inc Common",5.0,-0.03,-0.17,-0.100000,Healthcare,"Biotechnology & Medical Research",6.70,3.95,1,10.94,2017-05-04,434.31
253,TSS,"Total System Services Inc Common",4.7,15.50,0.27,7.885000,Technology,"IT Services & Consulting",7.14,6.18,1,0.93,2017-05-04,57.54
254,HCP,"HCP Inc Common",4.5,11.06,-1.01,5.025000,Financials,"Specialized REITs",3.00,5.31,-1,0.56,2017-05-04,29.9
255,MO,"Altria Group Inc Common",4.1,26.29,5.68,15.985000,"Consumer non-Cyclicals",Tobacco,1.51,9.04,-1,0.78,2017-05-04,70.31
256,AMGN,"Amgen Inc Common",4.0,26.85,0.07,13.460000,Healthcare,"Biotechnology & Medical Research",6.38,7.23,1,2.27,2017-05-04,164.29
257,EMN,"Eastman Chemical Co Common",3.9,11.50,9.33,10.415000,"Basic Materials","Commodity Chemicals",3.23,5.92,-1,1.32,2017-05-04,78.11
258,SBUX,"Starbucks Corp Common",3.8,1.57,0.89,1.230000,"Consumer Cyclicals","Restaurants & Bars",4.00,7.59,1,0.80,2017-05-04,60.83
259,D,"Dominion Resources Inc Common",3.6,6.46,0.53,3.495000,Utilities,"Electric Utilities",5.81,9.30,1,0.83,2017-05-04,77.3
260,UDR,"UDR Inc Common",3.6,11.44,0.00,5.720000,Financials,"Residential REITs",3.03,6.58,1,0.57,2017-05-04,37.62
261,MNST,"Monster Beverage Corp Common",3.6,2.40,-10.69,-4.145000,"Consumer non-Cyclicals","Non-Alcoholic Beverages",12.76,5.99,1,0.77,2017-05-04,45.93
262,AXP,"American Express Co Common",3.4,18.61,28.58,23.595000,Financials,"Consumer Lending",5.92,7.14,1,1.10,2017-05-04,78.33
263,FOXA,"Twenty-First Century Fox Inc Class A Common",3.4,21.44,5.42,13.430000,"Consumer Cyclicals","Entertainment Production",5.09,4.78,-1,0.61,2017-05-04,29.04
264,GRMN,"Garmin Ltd Common",3.3,0.04,7.22,3.630000,Industrials,"Aerospace & Defense",7.33,5.40,1,0.95,2017-05-04,51.42
265,FOX,"Twenty-First Century Fox Inc Class B Common",3.1,17.70,2.81,10.255000,"Consumer Cyclicals","Entertainment Production",5.03,5.00,-1,0.57,2017-05-04,28.5
266,SO,"Southern Co Common",3.0,4.22,-1.13,1.545000,Utilities,"Electric Utilities",1.82,9.92,1,0.50,2017-05-04,49.79
267,BF.B,"Brown-Forman Corp Class B Common",2.8,1.82,-1.95,-0.065000,"Consumer non-Cyclicals","Distillers & Wineries",3.14,8.99,1,0.54,2017-05-04,48.4
268,MSI,"Motorola Solutions Inc Common",2.8,2.44,22.46,12.450000,Technology,"Communications & Networking",5.37,8.05,1,1.07,2017-05-04,86.1
269,EW,"Edwards Lifesciences Corp Common",2.8,11.49,-2.86,4.315000,Healthcare,"Advanced Medical Equipment & Technology",10.49,5.06,1,2.18,2017-05-04,110.45
270,INTU,"Intuit Inc Common",2.5,8.54,10.19,9.365000,Technology,Software,8.46,7.48,1,1.68,2017-05-04,125.95
271,XRX,"Xerox Corp Common",2.3,28.13,7.06,17.595000,Industrials,"Business Support Services",19.83,4.88,-1,0.14,2017-05-04,6.93
272,DISCK,"Discovery Communications Inc Series C Common",2.1,4.01,6.89,5.450000,"Consumer Cyclicals",Broadcasting,3.75,4.54,-1,0.57,2017-05-04,26.08
273,HRB,"H & R Block Inc Common",2.1,0.25,0.08,0.165000,"Consumer non-Cyclicals","Personal Services",14.88,4.60,1,0.55,2017-05-04,25.16
274,PLD,"ProLogis Common",2.0,3.16,0.55,1.855000,Financials,"Commercial REITs",3.32,6.53,1,0.83,2017-05-04,54.11
275,ACN,"Accenture PLC Class A Common",1.9,0.05,1.14,0.595000,Technology,"IT Services & Consulting",4.52,8.41,1,1.43,2017-05-04,120.82
276,PEG,"Public Service Enterprise Group Inc Common",1.9,11.91,-0.01,5.950000,Utilities,"Electric Utilities",3.07,7.40,-1,0.59,2017-05-04,43.48
277,DISCA,"Discovery Communications Inc Series A Common",1.8,2.55,4.82,3.685000,"Consumer Cyclicals",Broadcasting,4.22,4.15,-1,0.64,2017-05-04,26.63
278,DOV,"Dover Corp Common",1.5,16.41,13.84,15.125000,Industrials,"Industrial Machinery & Equipment",2.95,5.08,-1,1.52,2017-05-04,77.06
279,TRV,"Travelers Companies Inc Common",1.5,8.13,2.26,5.195000,Financials,"Property & Casualty Insurance",2.25,9.72,1,1.24,2017-05-04,120.81
280,XYL,"Xylem Inc Common",1.5,-1.14,2.96,0.910000,Industrials,"Industrial Machinery & Equipment",4.20,5.70,1,0.90,2017-05-04,51.52
281,DISH,"DISH Network Corp Class A Common",1.4,16.22,26.73,21.475000,"Consumer Cyclicals",Broadcasting,6.77,3.98,-1,1.51,2017-05-04,60.06
282,UNP,"Union Pacific Corp Common",1.4,10.95,26.91,18.930000,Industrials,"Ground Freight & Logistics",3.05,6.06,1,1.82,2017-05-04,110.33
283,IRM,"Iron Mountain Inc Common",1.4,11.26,-2.72,4.270000,Financials,"Commercial REITs",3.43,6.08,-1,0.57,2017-05-04,34.75
284,MRK,"Merck & Co Inc Common",1.4,2.09,6.71,4.400000,Healthcare,Pharmaceuticals,3.65,9.04,1,0.70,2017-05-04,63.38
285,BIIB,"Biogen Inc Common",1.4,0.01,3.05,1.530000,Healthcare,Pharmaceuticals,4.67,5.34,-1,5.02,2017-05-04,268.6
286,BRK.B,"Berkshire Hathaway Inc Class B Common",1.2,6.96,20.24,13.600000,Financials,"Property & Casualty Insurance",3.42,9.38,-1,1.77,2017-05-04,166.34
287,CAT,"Caterpillar Inc Common",1.1,1.69,31.39,16.540000,Industrials,"Heavy Machinery & Vehicles",7.86,4.71,1,2.11,2017-05-04,99.39
288,JNPR,"Juniper Networks Inc Common",1.0,5.59,28.86,17.225000,Technology,"Communications & Networking",6.05,6.45,1,0.47,2017-05-04,30.5
289,SPLS,"Staples Inc Common",1.0,0.01,1.25,0.630000,"Consumer Cyclicals","Other Specialty Retailers",9.82,3.69,1,0.26,2017-05-04,9.61
290,EXR,"Extra Space Storage Inc Common",1.0,5.40,-10.70,-2.650000,Financials,"Specialized REITs",3.70,4.87,-1,1.50,2017-05-04,73.31
291,UNM,"Unum Group Common",1.0,18.12,48.36,33.240000,Financials,"Life & Health Insurance",3.87,5.71,1,0.82,2017-05-04,46.67
292,EMR,"Emerson Electric Co Common",0.9,12.00,11.28,11.640000,Industrials,"Electrical Components & Equipment",4.48,5.35,-1,1.09,2017-05-04,58.17
293,BAC,"Bank of America Corp Common",0.8,21.69,96.40,59.045000,Financials,Banks,5.81,4.67,1,0.51,2017-05-04,23.85
294,CAG,"Conagra Brands Inc Common",0.8,11.81,9.97,10.890000,"Consumer non-Cyclicals","Food Processing",3.91,7.56,-1,0.50,2017-05-04,37.7
295,CAH,"Cardinal Health Inc Common",0.7,12.90,-0.08,6.410000,"Consumer non-Cyclicals","Drug Retailers",11.54,5.23,-1,1.39,2017-05-04,72.74
296,IVZ,"Invesco Ltd Common",0.6,0.07,4.54,2.305000,Financials,"Investment Management & Fund Operators",4.57,5.25,1,0.62,2017-05-04,32.41
297,DLTR,"Dollar Tree Inc Common",0.6,-2.00,-6.37,-4.185000,"Consumer Cyclicals","Discount Stores",3.62,5.27,1,1.55,2017-05-04,81.96
298,WBA,"Walgreens Boots Alliance Inc Common",0.6,0.07,2.47,1.270000,"Consumer non-Cyclicals","Drug Retailers",2.13,8.33,1,1.03,2017-05-04,86.05
299,NDAQ,"Nasdaq Inc Common",0.6,7.30,1.50,4.400000,Financials,"Financial & Commodity Market Operators & Service P",3.46,7.75,-1,0.88,2017-05-04,67.96
300,FLIR,"FLIR Systems Inc Common",0.6,1.91,18.18,10.045000,Technology,"Communications & Networking",8.14,5.31,1,0.69,2017-05-04,36.91
301,EQR,"Equity Residential Common",0.5,2.79,-0.18,1.305000,Financials,"Residential REITs",1.75,7.18,1,0.90,2017-05-04,64.41
302,RJF,"Raymond James Financial Inc Common",0.4,8.18,58.62,33.400000,Financials,"Investment Banking & Brokerage Services",4.82,4.91,1,1.55,2017-05-04,76.41
303,BXP,"Boston Properties Common",0.4,9.87,-0.00,4.935000,Financials,"Commercial REITs",4.94,5.91,-1,2.09,2017-05-04,123.37
304,URI,"United Rentals Inc Common",0.3,36.95,98.93,67.940000,Industrials,"Business Support Services",11.20,3.06,-1,3.50,2017-05-04,107.36
305,NWL,"Newell Brands Inc Common",0.3,0.04,-1.29,-0.625000,"Consumer Cyclicals","Appliances, Tools & Housewares",5.67,5.53,-1,0.83,2017-05-04,45.85
306,CHRW,"C.H. Robinson Worldwide Inc Common",0.2,1.77,3.02,2.395000,Industrials,"Ground Freight & Logistics",6.29,6.45,-1,1.12,2017-05-04,72.56
307,ARE,"Alexandria Real Estate Equities Inc Common",0.2,3.97,9.03,6.500000,Financials,"Commercial REITs",4.30,6.52,1,1.75,2017-05-04,114.28
308,O,"Realty Income Common",0.2,9.21,-4.49,2.360000,Financials,"Commercial REITs",3.58,5.42,-1,1.03,2017-05-04,55.78
309,NSC,"Norfolk Southern Corp Common",0.2,16.42,46.04,31.230000,Industrials,"Ground Freight & Logistics",4.05,5.48,1,2.13,2017-05-04,116.84
310,BK,"Bank of New York Mellon Corp Common",0.2,0.00,18.41,9.205000,Financials,"Investment Management & Fund Operators",3.01,6.57,1,0.72,2017-05-04,47.61
311,AIZ,"Assurant Inc Common",0.2,17.29,9.58,13.435000,Financials,"Multiline Insurance & Brokers",6.75,6.47,1,1.61,2017-05-04,104.47
312,JWN,"Nordstrom Inc Common",0.2,-17.17,1.42,-7.875000,"Consumer Cyclicals","Department Stores",6.87,3.74,1,1.31,2017-05-04,49.14
313,TSN,"Tyson Foods Inc Class A Common",0.2,0.01,-1.99,-0.990000,"Consumer non-Cyclicals","Food Processing",3.46,6.37,-1,0.99,2017-05-04,62.97
314,LVLT,"Level 3 Communications Inc Common",0.2,5.78,8.49,7.135000,"Telecommunication Services","Integrated Telecommunications Services",4.58,7.19,-1,0.80,2017-05-04,57.81
315,WMB,"Williams Companies Inc Common",0.1,-0.26,22.84,11.290000,Energy,"Oil & Gas Transportation Services",10.74,4.72,1,0.63,2017-05-04,29.53
316,STT,"State Street Corp Common",0.1,0.78,35.69,18.235000,Financials,"Investment Management & Fund Operators",3.81,5.68,1,1.47,2017-05-04,83.72
317,SNI,"Scripps Networks Interactive Inc Class A Common",0.1,13.14,21.50,17.320000,"Consumer Cyclicals",Broadcasting,7.18,4.09,-1,1.71,2017-05-04,70.2
318,PWR,"Quanta Services Inc Common",0.1,12.14,72.70,42.420000,Industrials,"Construction & Engineering",7.59,4.29,-1,0.82,2017-05-04,34.97
319,NTRS,"Northern Trust Corp Common",0.1,3.54,31.57,17.555000,Financials,"Investment Management & Fund Operators",4.72,5.92,1,1.53,2017-05-04,90.54
320,ZTS,"Zoetis Inc Class A Common",0.1,9.71,11.98,10.845000,Healthcare,Pharmaceuticals,5.90,6.87,1,0.86,2017-05-04,58.87
321,C,"Citigroup Inc Common",0.1,4.47,44.77,24.620000,Financials,Banks,3.18,5.47,1,1.10,2017-05-04,60.21
322,BLK,"BlackRock Inc Common",0.1,1.07,6.13,3.600000,Financials,"Investment Management & Fund Operators",2.67,7.02,-1,5.45,2017-05-04,383.31
323,FDX,"FedEx Corp Common",0.1,0.08,22.61,11.345000,Industrials,"Courier, Postal, Air Freight & Land-based Logistic",3.46,6.88,-1,2.77,2017-05-04,191.19
324,JPM,"JPMorgan Chase & Co Common",0.1,12.50,52.01,32.255000,Financials,Banks,3.63,6.12,-1,1.42,2017-05-04,87.1
325,ADP,"Automatic Data Processing Inc Common",0.1,8.75,15.52,12.135000,Technology,"IT Services & Consulting",6.25,6.76,-1,1.46,2017-05-04,99.1
326,CME,"CME Group Inc Class A Common",0.1,5.97,31.54,18.755000,Financials,"Financial & Commodity Market Operators & Service P",4.56,6.78,-1,1.75,2017-05-04,118.64
327,PSA,"Public Storage Common",0.0,2.56,-5.69,-1.565000,Financials,"Specialized REITs",4.88,4.87,-1,4.25,2017-05-04,207.63
328,USB,"U.S. Bancorp Common",-0.0,4.11,32.81,18.460000,Financials,Banks,2.86,6.60,-1,0.79,2017-05-04,52.31
329,CMA,"Comerica Inc Common",0.0,12.62,81.62,47.120000,Financials,Banks,6.51,4.21,1,1.71,2017-05-04,71.94
330,CA,"CA Inc Common",-0.0,0.22,-0.36,-0.070000,Technology,Software,4.98,8.52,1,0.39,2017-05-04,32.96
331,EXC,"Exelon Corp Common",-0.0,7.87,0.06,3.965000,Utilities,"Electric Utilities",3.34,6.50,-1,0.52,2017-05-04,34.05
332,PCAR,"PACCAR Inc Common",0.0,12.09,27.70,19.895000,Industrials,"Heavy Machinery & Vehicles",3.56,4.86,-1,1.37,2017-05-04,66.9
333,STI,"SunTrust Banks Inc Common",-0.0,8.01,45.46,26.735000,Financials,Banks,5.01,4.88,1,1.19,2017-05-04,57.93
334,HST,"Host Hotels & Resorts Inc Common",0.0,3.36,8.88,6.120000,Financials,"Specialized REITs",6.70,4.12,-1,0.44,2017-05-04,18
335,L,"Loews Corp Common",0.0,3.82,20.02,11.920000,Financials,"Property & Casualty Insurance",2.39,8.18,-1,0.57,2017-05-04,46.75
336,HOG,"Harley-Davidson Inc Common",0.0,-0.01,25.95,12.970000,"Consumer Cyclicals","Auto & Truck Manufacturers",4.73,5.08,-1,1.09,2017-05-04,55.62
337,FE,"FirstEnergy Corp Common",0.0,-0.76,-6.72,-3.740000,Utilities,"Electric Utilities",2.96,5.24,-1,0.55,2017-05-04,28.87
338,PRU,"Prudential Financial Inc Common",0.0,7.51,58.23,32.870000,Financials,"Life & Health Insurance",3.01,6.36,1,1.72,2017-05-04,109.13
339,PNC,"PNC Financial Services Group Inc Common",0.0,13.33,57.01,35.170000,Financials,Banks,4.11,5.26,1,2.34,2017-05-04,123.45
340,HIG,"Hartford Financial Services Group Inc Common",-0.0,1.04,10.02,5.530000,Financials,"Multiline Insurance & Brokers",2.35,6.88,1,0.72,2017-05-04,49.36
341,NUE,"Nucor Corp Common",-0.0,0.01,20.20,10.105000,"Basic Materials",Steel,5.16,3.98,1,1.53,2017-05-04,61.09
342,MPC,"Marathon Petroleum Corp Common",0.0,7.93,45.55,26.740000,Energy,"Oil & Gas Refining and Marketing",5.12,4.64,-1,1.07,2017-05-04,49.56
343,WRK,"WestRock Co Common",-0.0,2.85,35.97,19.410000,"Basic Materials","Paper Packaging",4.48,4.79,1,1.13,2017-05-04,54.11
344,XLNX,"Xilinx Inc Common",0.0,8.86,28.17,18.515000,Technology,Semiconductors,7.35,5.52,1,1.14,2017-05-04,62.94
345,ADM,"Archer Daniels Midland Co Common",0.0,0.00,3.64,1.820000,"Consumer non-Cyclicals","Food Processing",8.88,4.92,-1,0.86,2017-05-04,42.4
346,BMY,"Bristol-Myers Squibb Co Common",-0.0,-0.38,-14.75,-7.565000,Healthcare,Pharmaceuticals,11.28,6.02,-1,0.92,2017-05-04,55.19
347,ABC,"AmerisourceBergen Corp Common",0.0,12.65,2.14,7.395000,"Consumer non-Cyclicals","Drug Retailers",5.65,5.09,1,1.70,2017-05-04,86.53
